Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,State,Sales_Channel,Category,Sub_Category,Unit_Price,Quantity,Discount , Discount_Amount  , Gross_Revenue  ,Net_Revenue,COGS,Gross_Profit,Shipping_Method,Shipping_Cost,Days_to_Ship,Payment_Method,Is_Returned,Return_Reason,Customer_Rating
ORD-100977,10/4/2022,CUST-05331,VIP,South,Alabama,Online,Toys,Outdoor Toys,59.97,2,0.15,17.99,119.94,101.95,53.97,47.98,Standard,4.99,6,PayPal,No,,5
ORD-100978,8/2/2024,CUST-06691,New,East,New Jersey,Mobile App,Beauty,Makeup,92.62,1,0.05,4.63,92.62,87.99,37.05,50.94,Overnight,24.99,1,Credit Card,No,,5
ORD-100979,5/29/2024,CUST-01628,New,East,New Jersey,In-Store,Books,Educational,12.67,4,0,0,50.68,50.68,19.26,31.42,Standard,4.99,7,Credit Card,No,,5
ORD-100980,10/3/2024,CUST-07080,New,West,Nevada,Mobile App,Clothing,Jackets,45.77,1,0,0,45.77,45.77,19.22,26.55,Express,12.99,2,Credit Card,No,,5
ORD-100981,1/26/2022,CUST-02592,New,Central,Missouri,Phone Order,Electronics,Laptops,91.49,2,0.05,9.15,182.98,173.83,113.45,60.38,Overnight,24.99,1,Apple Pay,No,,4
ORD-100982,4/15/2023,CUST-01850,Loyal,East,New York,Online,Beauty,Makeup,66.61,2,0,0,133.22,133.22,53.29,79.93,Express,12.99,2,Cash,No,,5
ORD-100983,7/26/2023,CUST-03962,Returning,East,New Jersey,Online,Books,Educational,36.9,1,0.07,2.58,36.9,34.32,14.02,20.3,Free Shipping,0,10,Credit Card,No,,3
ORD-100984,9/10/2022,CUST-06096,Returning,West,Arizona,In-Store,Home & Garden,Lighting,349.37,1,0.07,24.46,349.37,324.91,174.69,150.22,Standard,4.99,7,Credit Card,No,,
ORD-100985,10/7/2023,CUST-02905,Loyal,South,Alabama,Online,Food & Beverage,Beverages,7.72,1,0.1,0.77,7.72,6.95,4.25,2.7,Standard,4.99,5,Apple Pay,No,,4
ORD-100986,9/28/2022,CUST-02236,New,South,Louisiana,Online,Sports & Outdoors,Water Sports,439.7,5,0.05,109.93,2198.5,2088.57,1055.28,1033.29,Free Shipping,0,6,Debit Card,No,,5
ORD-100987,11/24/2024,CUST-01122,New,Central,Kansas,Mobile App,Toys,Action Figures,47.61,1,0,0,47.61,47.61,21.42,26.19,Free Shipping,0,5,Credit Card,Yes,Better Price Found,4
ORD-100988,11/6/2024,CUST-02551,Returning,Central,Missouri,In-Store,Toys,Puzzles,82.68,2,0,0,165.36,165.36,74.41,90.95,Free Shipping,0,7,Credit Card,No,,
ORD-100989,5/15/2023,CUST-05508,Loyal,Central,Illinois,Mobile App,Clothing,Accessories,133.67,1,0,0,133.67,133.67,56.14,77.53,Free Shipping,0,5,Credit Card,No,,5
ORD-100990,2/11/2023,CUST-07080,New,West,Washington,Online,Electronics,Headphones,785.4,1,0,0,785.4,785.4,486.95,298.45,Standard,4.99,6,Apple Pay,Yes,Defective,5
ORD-100991,7/8/2022,CUST-02841,New,West,Oregon,Online,Clothing,Men's Tops,197.54,1,0.05,9.88,197.54,187.66,82.97,104.69,Free Shipping,0,9,Credit Card,No,,5
ORD-100992,8/19/2024,CUST-02657,New,Central,Illinois,Online,Electronics,Cameras,417.74,1,0.05,20.89,417.74,396.85,259,137.85,Express,12.99,2,Debit Card,No,,3
ORD-100993,12/17/2024,CUST-06587,New,Central,Kansas,In-Store,Clothing,Jackets,137.17,1,0.05,6.86,137.17,130.31,57.61,72.7,Express,12.99,2,PayPal,No,,4
ORD-100994,6/8/2022,CUST-06747,New,North,Montana,Online,Food & Beverage,Organic,62.29,1,0.05,3.11,62.29,59.18,34.26,24.92,Express,12.99,2,Credit Card,No,,5
ORD-100995,9/12/2023,CUST-03749,New,North,Montana,Online,Clothing,Accessories,109.43,5,0,0,547.15,547.15,229.8,317.35,Express,12.99,2,Credit Card,No,,3
ORD-100996,2/28/2024,CUST-05985,Returning,North,Montana,In-Store,Home & Garden,Furniture,433.4,1,0,0,433.4,433.4,216.7,216.7,Standard,4.99,7,Apple Pay,No,,
ORD-100997,11/15/2024,CUST-05534,VIP,North,Michigan,In-Store,Books,Children's,22.55,1,0.15,3.38,22.55,19.17,8.57,10.6,Standard,4.99,4,Credit Card,No,,5
ORD-100998,10/17/2022,CUST-04271,Loyal,West,California,In-Store,Home & Garden,Bedding,147.33,2,0,0,294.66,294.66,147.33,147.33,Standard,4.99,4,Credit Card,No,,
ORD-100999,7/25/2023,CUST-03293,Loyal,Central,Ohio,Mobile App,Food & Beverage,Coffee & Tea,5.37,1,0.1,0.54,5.37,4.83,2.95,1.88,Free Shipping,0,8,Debit Card,No,,3
ORD-101000,5/8/2023,CUST-04056,VIP,West,California,Online,Clothing,Women's Tops,16.15,1,0.15,2.42,16.15,13.73,6.78,6.95,Free Shipping,0,5,Cash,No,,5
ORD-101001,2/1/2024,CUST-02523,Loyal,South,Alabama,Mobile App,Electronics,Cameras,584.24,2,0,0,1168.48,1168.48,724.46,444.02,Standard,4.99,6,Credit Card,No,,5
ORD-101002,10/6/2022,CUST-04963,Returning,North,North Dakota,Online,Sports & Outdoors,Fitness,133.97,2,0.07,18.76,267.94,249.18,128.61,120.57,Standard,4.99,7,Debit Card,No,,5
ORD-101003,8/24/2023,CUST-04376,Returning,Central,Kansas,In-Store,Sports & Outdoors,Camping,171.45,2,0,0,342.9,342.9,164.59,178.31,Free Shipping,0,10,Debit Card,No,,
ORD-101004,11/20/2024,CUST-01579,VIP,South,Georgia,Mobile App,Food & Beverage,Organic,7.65,1,0,0,7.65,7.65,4.21,3.44,Overnight,24.99,1,Credit Card,No,,4
ORD-101005,8/31/2023,CUST-02240,New,West,Oregon,In-Store,Sports & Outdoors,Cycling,203.78,1,0.05,10.19,203.78,193.59,97.81,95.78,Free Shipping,0,9,Apple Pay,No,,5
ORD-101006,3/25/2023,CUST-04134,New,Central,Kansas,Online,Books,Educational,46.68,2,0.05,4.67,93.36,88.69,35.48,53.21,Free Shipping,0,7,Credit Card,No,,3
ORD-101007,4/19/2022,CUST-04252,Returning,East,New York,Online,Food & Beverage,Organic,16.95,2,0.07,2.37,33.9,31.53,18.64,12.89,Standard,4.99,5,Debit Card,Yes,Defective,4
ORD-101008,10/7/2024,CUST-07380,New,Central,Illinois,Mobile App,Books,Fiction,29.31,1,0.05,1.47,29.31,27.84,11.14,16.7,Standard,4.99,5,Credit Card,No,,
ORD-101009,3/7/2024,CUST-03195,VIP,South,Texas,Online,Electronics,Smartphones,923.28,1,0,0,923.28,923.28,572.43,350.85,Standard,4.99,5,Debit Card,Yes,Defective,3
ORD-101010,5/2/2022,CUST-02499,New,West,California,Online,Electronics,Smartphones,1183.12,1,0.05,59.16,1183.12,1123.96,733.53,390.43,Overnight,24.99,1,Credit Card,No,,4
ORD-101011,6/16/2024,CUST-05511,Loyal,West,California,Mobile App,Books,Fiction,10.07,1,0.1,1.01,10.07,9.06,3.83,5.23,Express,12.99,1,PayPal,No,,5
ORD-101012,3/15/2024,CUST-01024,Loyal,South,Georgia,Mobile App,Books,Self-Help,19.64,1,0,0,19.64,19.64,7.46,12.18,Express,12.99,3,Credit Card,No,,
ORD-101013,5/12/2022,CUST-06041,VIP,East,Connecticut,Mobile App,Clothing,Accessories,129.06,1,0.15,19.36,129.06,109.7,54.21,55.49,Standard,4.99,7,Cash,No,,5
ORD-101014,4/4/2022,CUST-06276,Returning,North,Minnesota,Online,Beauty,Fragrance,12.1,2,0.07,1.69,24.2,22.51,9.68,12.83,Express,12.99,3,Gift Card,No,,2
ORD-101015,9/4/2024,CUST-02784,New,South,Alabama,In-Store,Books,Fiction,35.8,2,0,0,71.6,71.6,27.21,44.39,Free Shipping,0,5,PayPal,No,,4
ORD-101016,3/15/2024,CUST-01090,New,West,Washington,Online,Food & Beverage,Organic,10.46,1,0,0,10.46,10.46,5.75,4.71,Standard,4.99,3,Credit Card,No,,3
ORD-101017,6/6/2023,CUST-02813,Loyal,North,Wisconsin,In-Store,Home & Garden,Lighting,198.46,3,0,0,595.38,595.38,297.69,297.69,Standard,4.99,3,Debit Card,No,,
ORD-101018,4/6/2022,CUST-01955,New,North,Montana,In-Store,Beauty,Makeup,19.71,1,0,0,19.71,19.71,7.88,11.83,Standard,4.99,5,Debit Card,No,,4
ORD-101019,7/12/2024,CUST-04237,Loyal,South,Texas,Online,Beauty,Wellness,15.1,4,0,0,60.4,60.4,24.16,36.24,Standard,4.99,4,PayPal,No,,5
ORD-101020,12/26/2023,CUST-04644,Loyal,East,Massachusetts,Phone Order,Sports & Outdoors,Fitness,73.67,3,0.1,22.1,221.01,198.91,106.08,92.83,Standard,4.99,4,Apple Pay,No,,1
ORD-101021,12/11/2022,CUST-05004,Loyal,South,Texas,Online,Electronics,Cameras,953.48,2,0.1,190.7,1906.96,1716.26,1182.32,533.94,Express,12.99,3,Cash,No,,4
ORD-101022,11/12/2023,CUST-06658,VIP,Central,Indiana,In-Store,Sports & Outdoors,Fitness,65.02,2,0,0,130.04,130.04,62.42,67.62,Standard,4.99,7,Debit Card,Yes,Not as Described,4
ORD-101023,2/8/2024,CUST-03547,New,Central,Missouri,Mobile App,Home & Garden,Lighting,522.4,2,0.05,52.24,1044.8,992.56,522.4,470.16,Free Shipping,0,6,Apple Pay,No,,4
ORD-101024,3/14/2023,CUST-03283,New,South,Florida,Online,Books,Self-Help,28.46,1,0,0,28.46,28.46,10.81,17.65,Standard,4.99,3,Cash,No,,4
ORD-101025,1/8/2024,CUST-06852,VIP,South,Texas,Online,Sports & Outdoors,Fitness,320.74,1,0,0,320.74,320.74,153.96,166.78,Standard,4.99,4,PayPal,No,,5
ORD-101026,5/15/2023,CUST-04242,Loyal,North,Wisconsin,In-Store,Beauty,Makeup,31.66,2,0.1,6.33,63.32,56.99,25.33,31.66,Express,12.99,2,Debit Card,No,,4
ORD-101027,12/30/2023,CUST-02326,New,North,Montana,In-Store,Home & Garden,Lighting,594.58,1,0.05,29.73,594.58,564.85,297.29,267.56,Standard,4.99,5,Credit Card,No,,2
ORD-101028,3/25/2022,CUST-07077,New,Central,Ohio,Online,Home & Garden,Lighting,333.89,1,0.05,16.69,333.89,317.2,166.94,150.26,Free Shipping,0,5,PayPal,No,,
ORD-101029,5/9/2024,CUST-07893,Returning,Central,Illinois,Online,Food & Beverage,Snacks,77.72,1,0.07,5.44,77.72,72.28,42.75,29.53,Free Shipping,0,8,Debit Card,No,,
ORD-101030,11/10/2022,CUST-03086,New,West,Oregon,Online,Electronics,Cameras,425.62,1,0.05,21.28,425.62,404.34,263.88,140.46,Free Shipping,0,6,Credit Card,No,,
ORD-101031,4/6/2023,CUST-02383,Returning,North,Michigan,In-Store,Toys,Outdoor Toys,85.05,1,0.07,5.95,85.05,79.1,38.27,40.83,Standard,4.99,6,Credit Card,No,,4
ORD-101032,12/5/2023,CUST-01321,Returning,East,New Jersey,In-Store,Food & Beverage,Beverages,45.03,1,0.07,3.15,45.03,41.88,24.77,17.11,Express,12.99,1,Credit Card,No,,5
ORD-101033,5/7/2023,CUST-02961,New,Central,Kansas,In-Store,Books,Fiction,45.26,2,0.05,4.53,90.52,85.99,34.4,51.59,Standard,4.99,5,Credit Card,No,,5
ORD-101034,1/17/2024,CUST-01635,New,South,Georgia,Mobile App,Sports & Outdoors,Camping,58.43,3,0.05,8.76,175.29,166.53,84.14,82.39,Overnight,24.99,1,Cash,No,,4
ORD-101035,3/10/2024,CUST-06912,Loyal,East,Massachusetts,Online,Books,Children's,40.42,4,0.1,16.17,161.68,145.51,61.44,84.07,Free Shipping,0,8,PayPal,No,,4
ORD-101036,7/9/2023,CUST-02036,Returning,Central,Kansas,Online,Toys,Educational,27.78,1,0,0,27.78,27.78,12.5,15.28,Free Shipping,0,9,Apple Pay,No,,4
ORD-101037,6/29/2022,CUST-03474,Returning,West,Arizona,Online,Beauty,Makeup,102.86,1,0.07,7.2,102.86,95.66,41.14,54.52,Standard,4.99,4,PayPal,No,,5
ORD-101038,9/1/2022,CUST-06330,VIP,West,California,Mobile App,Books,Non-Fiction,30.86,1,0.15,4.63,30.86,26.23,11.73,14.5,Free Shipping,0,6,Credit Card,No,,3
ORD-101039,4/25/2022,CUST-01148,New,West,Washington,In-Store,Food & Beverage,Beverages,7.24,2,0.05,0.72,14.48,13.76,7.96,5.8,Free Shipping,0,5,Debit Card,No,,4
ORD-101040,6/12/2022,CUST-07681,Returning,West,California,Mobile App,Beauty,Wellness,116.63,1,0.07,8.16,116.63,108.47,46.65,61.82,Standard,4.99,5,Debit Card,No,,5
ORD-101041,10/17/2024,CUST-01207,Returning,West,Washington,In-Store,Electronics,Laptops,914.37,1,0,0,914.37,914.37,566.91,347.46,Free Shipping,0,8,Credit Card,No,,
ORD-101042,9/28/2022,CUST-06289,New,East,Massachusetts,Online,Toys,Educational,167.72,4,0.05,33.54,670.88,637.34,301.9,335.44,Free Shipping,0,5,Debit Card,No,,
ORD-101043,2/20/2022,CUST-06975,Returning,Central,Illinois,Online,Beauty,Hair Care,24.07,1,0,0,24.07,24.07,9.63,14.44,Overnight,24.99,1,Cash,No,,3
ORD-101044,4/10/2023,CUST-01287,Returning,West,Arizona,Mobile App,Clothing,Women's Tops,51.71,1,0.07,3.62,51.71,48.09,21.72,26.37,Standard,4.99,6,PayPal,No,,
ORD-101045,2/24/2022,CUST-06400,VIP,West,Washington,Online,Home & Garden,Lighting,416.06,4,0,0,1664.24,1664.24,832.12,832.12,Standard,4.99,4,PayPal,No,,5
ORD-101046,1/25/2023,CUST-02819,Loyal,East,New Jersey,Mobile App,Home & Garden,Furniture,473.47,1,0,0,473.47,473.47,236.74,236.73,Free Shipping,0,5,PayPal,No,,5
ORD-101047,4/11/2022,CUST-07610,VIP,Central,Ohio,Online,Food & Beverage,Snacks,16.87,3,0,0,50.61,50.61,27.84,22.77,Free Shipping,0,10,Debit Card,No,,3
ORD-101048,4/1/2023,CUST-04297,Returning,West,Nevada,Mobile App,Home & Garden,Furniture,297.51,1,0.07,20.83,297.51,276.68,148.75,127.93,Standard,4.99,4,PayPal,No,,
ORD-101049,10/18/2022,CUST-06491,VIP,North,Minnesota,Mobile App,Home & Garden,Lighting,517.67,2,0.15,155.3,1035.34,880.04,517.67,362.37,Standard,4.99,4,Credit Card,No,,5
ORD-101050,4/9/2024,CUST-04191,Returning,South,Louisiana,Phone Order,Electronics,Headphones,352.79,3,0.07,74.09,1058.37,984.28,656.19,328.09,Standard,4.99,3,Credit Card,No,,2
ORD-101051,7/11/2023,CUST-05578,Loyal,East,New York,Mobile App,Toys,Educational,190.6,2,0.1,38.12,381.2,343.08,171.54,171.54,Standard,4.99,3,Credit Card,No,,
ORD-101052,12/24/2022,CUST-03993,Loyal,Central,Indiana,In-Store,Home & Garden,Furniture,243.94,1,0,0,243.94,243.94,121.97,121.97,Express,12.99,1,Credit Card,No,,4
ORD-101053,5/18/2022,CUST-04508,VIP,West,Oregon,Online,Beauty,Skincare,39.87,2,0.15,11.96,79.74,67.78,31.9,35.88,Standard,4.99,7,Debit Card,No,,5
ORD-101054,10/14/2024,CUST-02296,New,North,North Dakota,Mobile App,Beauty,Makeup,83.32,1,0.05,4.17,83.32,79.15,33.33,45.82,Standard,4.99,3,Apple Pay,No,,
ORD-101055,5/31/2022,CUST-04718,Returning,South,Alabama,Mobile App,Sports & Outdoors,Water Sports,197.53,2,0.07,27.65,395.06,367.41,189.63,177.78,Express,12.99,2,Debit Card,No,,
ORD-101056,6/13/2022,CUST-05345,VIP,West,Nevada,In-Store,Home & Garden,Kitchen,330.15,1,0.15,49.52,330.15,280.63,165.07,115.56,Overnight,24.99,1,Credit Card,No,,5
ORD-101057,9/25/2023,CUST-05198,Returning,Central,Illinois,In-Store,Sports & Outdoors,Fitness,310.64,2,0.07,43.49,621.28,577.79,298.21,279.58,Standard,4.99,3,Debit Card,No,,
ORD-101058,5/22/2022,CUST-07549,New,East,Massachusetts,Mobile App,Beauty,Skincare,111.37,1,0.05,5.57,111.37,105.8,44.55,61.25,Express,12.99,2,Credit Card,Yes,Changed Mind,4
ORD-101059,6/10/2024,CUST-04438,Returning,East,Connecticut,Online,Food & Beverage,Organic,66.21,1,0,0,66.21,66.21,36.42,29.79,Free Shipping,0,5,Debit Card,No,,
ORD-101060,4/12/2024,CUST-05628,Loyal,East,Pennsylvania,In-Store,Sports & Outdoors,Cycling,206.31,1,0.1,20.63,206.31,185.68,99.03,86.65,Free Shipping,0,7,Credit Card,Yes,Better Price Found,3
ORD-101061,2/26/2023,CUST-02319,Returning,Central,Missouri,In-Store,Electronics,Tablets,628.33,2,0.07,87.97,1256.66,1168.69,779.13,389.56,Standard,4.99,5,Credit Card,No,,
ORD-101062,12/10/2024,CUST-03031,New,Central,Indiana,In-Store,Books,Self-Help,20.53,1,0,0,20.53,20.53,7.8,12.73,Overnight,24.99,1,Credit Card,No,,5
ORD-101063,5/30/2022,CUST-07830,New,North,North Dakota,In-Store,Books,Self-Help,37.63,3,0,0,112.89,112.89,42.9,69.99,Express,12.99,2,Debit Card,No,,
ORD-101064,2/5/2022,CUST-06927,New,South,Texas,In-Store,Home & Garden,Kitchen,562.39,5,0.05,140.6,2811.95,2671.35,1405.97,1265.38,Overnight,24.99,1,Debit Card,No,,4
ORD-101065,11/19/2022,CUST-01355,New,Central,Missouri,Online,Electronics,Laptops,648.65,1,0.05,32.43,648.65,616.22,402.16,214.06,Express,12.99,2,PayPal,No,,5
ORD-101066,8/25/2024,CUST-04125,Returning,North,Wisconsin,Online,Home & Garden,Kitchen,558.75,1,0.07,39.11,558.75,519.64,279.38,240.26,Free Shipping,0,6,Credit Card,No,,3
ORD-101067,8/24/2022,CUST-05770,Returning,East,Massachusetts,Mobile App,Sports & Outdoors,Team Sports,168.38,2,0.07,23.57,336.76,313.19,161.64,151.55,Standard,4.99,7,Debit Card,Yes,Changed Mind,2
ORD-101068,5/21/2022,CUST-01593,Returning,Central,Indiana,Online,Books,Educational,17.35,1,0,0,17.35,17.35,6.59,10.76,Standard,4.99,6,PayPal,No,,3
ORD-101069,10/5/2022,CUST-01153,Returning,South,Georgia,In-Store,Electronics,Smartphones,426.56,2,0.07,59.72,853.12,793.4,528.93,264.47,Overnight,24.99,1,Credit Card,No,,5
ORD-101070,3/8/2022,CUST-06356,New,Central,Indiana,Online,Beauty,Makeup,19.85,2,0.05,1.99,39.7,37.71,15.88,21.83,Free Shipping,0,5,Debit Card,No,,
ORD-101071,9/11/2023,CUST-02338,Loyal,North,Wisconsin,Online,Sports & Outdoors,Cycling,93.83,2,0.1,18.77,187.66,168.89,90.08,78.81,Free Shipping,0,6,PayPal,No,,4
ORD-101072,2/12/2023,CUST-04287,New,Central,Ohio,In-Store,Sports & Outdoors,Camping,268.78,1,0,0,268.78,268.78,129.01,139.77,Standard,4.99,5,Credit Card,Yes,Defective,
ORD-101073,6/22/2024,CUST-07356,Returning,West,Nevada,Online,Clothing,Men's Tops,103.49,2,0.07,14.49,206.98,192.49,86.93,105.56,Express,12.99,3,Apple Pay,No,,2
ORD-101074,3/8/2023,CUST-02925,New,South,Florida,In-Store,Electronics,Laptops,86.29,1,0.05,4.31,86.29,81.98,53.5,28.48,Express,12.99,2,Debit Card,No,,
ORD-101075,5/20/2022,CUST-04058,New,West,Washington,Phone Order,Electronics,Laptops,123.1,3,0.05,18.46,369.3,350.84,228.97,121.87,Standard,4.99,6,PayPal,No,,5
ORD-101076,9/2/2024,CUST-03160,Returning,East,Massachusetts,Online,Food & Beverage,Supplements,8.74,1,0.07,0.61,8.74,8.13,4.81,3.32,Free Shipping,0,6,PayPal,No,,3
ORD-101077,11/27/2023,CUST-03811,VIP,South,Florida,Online,Sports & Outdoors,Fitness,188.73,2,0,0,377.46,377.46,181.18,196.28,Free Shipping,0,6,Credit Card,No,,5
ORD-101078,1/20/2023,CUST-04751,VIP,North,Wisconsin,Online,Food & Beverage,Beverages,77.44,1,0.15,11.62,77.44,65.82,42.59,23.23,Standard,4.99,7,Credit Card,No,,5
ORD-101079,6/1/2022,CUST-03887,VIP,West,Oregon,In-Store,Food & Beverage,Snacks,12.76,5,0.15,9.57,63.8,54.23,35.09,19.14,Express,12.99,3,PayPal,No,,
ORD-101080,10/8/2024,CUST-05567,Loyal,South,Florida,Mobile App,Clothing,Women's Tops,99.05,1,0,0,99.05,99.05,41.6,57.45,Standard,4.99,6,Cash,No,,
ORD-101081,10/19/2023,CUST-02601,New,West,Washington,Mobile App,Books,Self-Help,16.49,1,0,0,16.49,16.49,6.27,10.22,Express,12.99,2,PayPal,No,,4
ORD-101082,11/9/2023,CUST-06606,Loyal,North,Wisconsin,Online,Electronics,Headphones,486.69,2,0.1,97.34,973.38,876.04,603.5,272.54,Free Shipping,0,6,Credit Card,No,,4
ORD-101083,3/24/2024,CUST-05079,New,South,Louisiana,In-Store,Toys,Board Games,101.66,2,0,0,203.32,203.32,91.49,111.83,Express,12.99,1,Debit Card,No,,
ORD-101084,12/17/2023,CUST-05853,Loyal,Central,Ohio,Online,Sports & Outdoors,Camping,146.47,1,0.1,14.65,146.47,131.82,70.31,61.51,Standard,4.99,4,Credit Card,No,,3
ORD-101085,10/9/2023,CUST-07772,New,West,Washington,In-Store,Toys,Board Games,129.38,1,0.05,6.47,129.38,122.91,58.22,64.69,Express,12.99,3,PayPal,No,,2
ORD-101086,2/25/2022,CUST-01357,Returning,South,Florida,In-Store,Beauty,Skincare,39.98,1,0.07,2.8,39.98,37.18,15.99,21.19,Free Shipping,0,6,Credit Card,No,,
ORD-101087,7/13/2022,CUST-02258,New,East,New Jersey,In-Store,Home & Garden,Furniture,524.43,1,0.05,26.22,524.43,498.21,262.21,236,Standard,4.99,7,Cash,No,,1
ORD-101088,11/1/2023,CUST-01007,New,North,North Dakota,Online,Clothing,Accessories,22.87,1,0.05,1.14,22.87,21.73,9.61,12.12,Free Shipping,0,6,Credit Card,No,,4
ORD-101089,10/5/2023,CUST-05880,Returning,West,Oregon,Mobile App,Beauty,Fragrance,57.88,1,0,0,57.88,57.88,23.15,34.73,Overnight,24.99,1,Debit Card,No,,5
ORD-101090,6/3/2022,CUST-02777,New,North,Michigan,In-Store,Sports & Outdoors,Camping,363.22,1,0.05,18.16,363.22,345.06,174.35,170.71,Standard,4.99,3,Credit Card,No,,4
ORD-101091,7/3/2024,CUST-06338,Returning,Central,Kansas,In-Store,Home & Garden,Garden Tools,113.3,2,0,0,226.6,226.6,113.3,113.3,Express,12.99,2,Debit Card,No,,
ORD-101092,2/12/2022,CUST-05456,New,North,Minnesota,Online,Home & Garden,Furniture,249.69,3,0,0,749.07,749.07,374.53,374.54,Standard,4.99,4,Credit Card,No,,3
ORD-101093,1/4/2022,CUST-06009,Loyal,South,Alabama,Mobile App,Beauty,Wellness,16.86,1,0.1,1.69,16.86,15.17,6.74,8.43,Express,12.99,1,Debit Card,No,,5
ORD-101094,2/28/2023,CUST-06170,Returning,South,Alabama,Online,Toys,Board Games,193.16,4,0.07,54.08,772.64,718.56,347.69,370.87,Express,12.99,1,PayPal,No,,
ORD-101095,6/7/2024,CUST-02848,Loyal,North,Minnesota,Online,Books,Fiction,38.1,1,0.1,3.81,38.1,34.29,14.48,19.81,Standard,4.99,4,PayPal,No,,3
ORD-101096,5/10/2022,CUST-04461,Returning,North,North Dakota,Phone Order,Food & Beverage,Supplements,61.65,2,0.07,8.63,123.3,114.67,67.81,46.86,Overnight,24.99,1,Debit Card,No,,5
ORD-101097,6/30/2023,CUST-05121,Returning,Central,Ohio,In-Store,Sports & Outdoors,Fitness,320.28,1,0.07,22.42,320.28,297.86,153.73,144.13,Express,12.99,2,Debit Card,No,,4
ORD-101098,10/15/2024,CUST-07256,Loyal,South,Alabama,Online,Home & Garden,Furniture,119.06,3,0.1,35.72,357.18,321.46,178.59,142.87,Express,12.99,3,PayPal,No,,3
ORD-101099,11/29/2022,CUST-03440,New,Central,Indiana,In-Store,Clothing,Women's Tops,179.01,2,0.05,17.9,358.02,340.12,150.37,189.75,Express,12.99,2,Debit Card,No,,3
ORD-101100,9/16/2023,CUST-04746,New,Central,Kansas,Online,Clothing,Jackets,71.78,2,0,0,143.56,143.56,60.3,83.26,Free Shipping,0,5,Credit Card,No,,4
ORD-101101,11/8/2024,CUST-06160,New,Central,Indiana,Online,Electronics,Cameras,479.19,1,0.05,23.96,479.19,455.23,297.1,158.13,Express,12.99,2,Debit Card,No,,
ORD-101102,12/29/2024,CUST-01081,Returning,East,New York,Mobile App,Electronics,Tablets,458.32,1,0.07,32.08,458.32,426.24,284.16,142.08,Free Shipping,0,5,Credit Card,No,,
ORD-101103,3/23/2024,CUST-07828,Returning,Central,Kansas,Mobile App,Toys,Outdoor Toys,60.24,1,0.07,4.22,60.24,56.02,27.11,28.91,Standard,4.99,3,Credit Card,Yes,Better Price Found,3
ORD-101104,9/17/2023,CUST-04407,VIP,Central,Missouri,Online,Sports & Outdoors,Water Sports,443.3,1,0,0,443.3,443.3,212.78,230.52,Express,12.99,1,Apple Pay,No,,5
ORD-101105,4/5/2022,CUST-01141,Returning,West,California,In-Store,Beauty,Fragrance,110.22,4,0,0,440.88,440.88,176.35,264.53,Express,12.99,3,Apple Pay,No,,4
ORD-101106,8/26/2023,CUST-01969,Loyal,Central,Illinois,In-Store,Toys,Educational,112.25,1,0.1,11.23,112.25,101.02,50.51,50.51,Standard,4.99,4,Debit Card,No,,
ORD-101107,9/9/2022,CUST-01354,New,East,New Jersey,Online,Electronics,Smartphones,541.73,1,0,0,541.73,541.73,335.87,205.86,Express,12.99,1,Gift Card,No,,4
ORD-101108,3/21/2022,CUST-02121,Returning,South,Texas,Online,Toys,Board Games,71.97,1,0,0,71.97,71.97,32.39,39.58,Free Shipping,0,7,Credit Card,No,,
ORD-101109,4/29/2023,CUST-03363,VIP,West,California,Online,Sports & Outdoors,Cycling,316,1,0.15,47.4,316,268.6,151.68,116.92,Standard,4.99,4,Credit Card,No,,3
ORD-101110,10/3/2023,CUST-07790,New,North,Wisconsin,Online,Electronics,Headphones,1127.31,2,0,0,2254.62,2254.62,1397.86,856.76,Standard,4.99,4,PayPal,No,,
ORD-101111,8/25/2024,CUST-03018,Returning,West,Nevada,Online,Sports & Outdoors,Camping,287.42,2,0.07,40.24,574.84,534.6,275.92,258.68,Express,12.99,1,PayPal,No,,3
ORD-101112,12/11/2023,CUST-04675,Returning,North,North Dakota,Online,Electronics,Tablets,133.19,1,0,0,133.19,133.19,82.58,50.61,Express,12.99,3,Debit Card,No,,
ORD-101113,6/14/2023,CUST-02156,Returning,East,New Jersey,In-Store,Food & Beverage,Organic,27.31,3,0.07,5.74,81.93,76.19,45.06,31.13,Standard,4.99,6,PayPal,No,,5
ORD-101114,9/7/2023,CUST-05182,New,East,New Jersey,Mobile App,Food & Beverage,Coffee & Tea,45.06,1,0,0,45.06,45.06,24.78,20.28,Standard,4.99,3,Debit Card,No,,
ORD-101115,5/6/2023,CUST-01559,New,North,Montana,In-Store,Home & Garden,Garden Tools,224.51,1,0.05,11.23,224.51,213.28,112.25,101.03,Free Shipping,0,10,Debit Card,No,,4
ORD-101116,5/9/2022,CUST-03682,Loyal,North,North Dakota,In-Store,Beauty,Makeup,90.17,1,0.1,9.02,90.17,81.15,36.07,45.08,Standard,4.99,7,Debit Card,No,,
ORD-101117,5/20/2024,CUST-04103,Loyal,East,New Jersey,Mobile App,Food & Beverage,Coffee & Tea,75,2,0,0,150,150,82.5,67.5,Express,12.99,1,Debit Card,No,,3
ORD-101118,6/11/2023,CUST-01302,Returning,East,New Jersey,Online,Toys,Educational,33.96,1,0.07,2.38,33.96,31.58,15.28,16.3,Standard,4.99,4,Debit Card,No,,4
